ICAO	STATION	REGION	COUNTRY	ELEVATION	LATITUDE	LONGITUDE	TIMESTAMP	TEMPERATURE	DEWPOINT	HUMIDITY	VISIBILITY_QUAL	VISIBILITY	WIND_DIR	WIND_DEG	WIND_SPEED	GUST_SPEED
FAEL	East London		South Africa	125.0	-33.033	27.833	Tue Apr 06 10:30:00 PDT 2004	19.0	19.0	100	AT	5000.0	NNE	30	1.5433333333333334	1.5433333333333334
FAMM	Mmabatho Airport		South Africa	1281.0	-25.783	25.533	Tue Apr 06 10:00:00 PDT 2004	18.0	17.0	94	BEYOND	10000.0	NNE	20	2.057777777777778	2.057777777777778
FACT	Cape Town D. F. Malan		South Africa	42.0	-33.983	18.6	Tue Apr 06 10:30:00 PDT 2004	17.0	15.0	88	BEYOND	10000.0	SW	220	4.630000000000001	4.630000000000001
FAKM	Kimberley		South Africa	1198.0	-28.8	24.767	Tue Apr 06 10:00:00 PDT 2004	19.0	13.0	68	BEYOND	10000.0	SE	130	1.028888888888889	1.028888888888889
FAGG	George Airport		South Africa	193.0	-34.0	22.383	Tue Apr 06 10:00:00 PDT 2004	17.0	15.0	88	BEYOND	10000.0	E	90	2.5722222222222224	2.5722222222222224
EGYP	Mount Pleasant Airport		South Georgia and the South Sandwich Islands	74.0	-51.817	-58.45	Tue Apr 06 09:50:00 PDT 2004	16.0	6.0	51	BEYOND	10000.0	WNW	290	6.687777777777779	6.687777777777779
LELN	Leon / Virgen Del Camino		Spain	926.0	42.583	-5.65	Tue Apr 06 10:00:00 PDT 2004	18.0	3.0	36	BEYOND	10000.0	W	260	8.231111111111112	8.231111111111112
GEML	Melilla		Spain	47.0	35.283	-2.95	Tue Apr 06 10:30:00 PDT 2004	21.0	17.0	78	BEYOND	10000.0	SE	130	1.028888888888889	1.028888888888889
LEAS	Asturias / Aviles		Spain	127.0	43.55	-6.033	Tue Apr 06 08:00:00 PDT 2004	12.0	7.0	71	BEYOND	10000.0	NW	320	3.6011111111111114	3.6011111111111114
LEAL	Alicante / El Altet		Spain	43.0	38.283	-0.55	Tue Apr 06 10:30:00 PDT 2004	18.0	12.0	68	BEYOND	10000.0	ENE	70	3.6011111111111114	3.6011111111111114
LEBL	Barcelona / Aeropuerto		Spain	4.0	41.283	2.067	Tue Apr 06 10:00:00 PDT 2004	16.0	12.0	77	BEYOND	10000.0	E	100	4.630000000000001	4.630000000000001
LEPA	Palma De Mallorca / Son San Juan		Spain	4.0	39.55	2.733	Tue Apr 06 10:30:00 PDT 2004	17.0	13.0	77	BEYOND	10000.0	S	190	2.057777777777778	2.057777777777778
LELC	Murcia / San Javier		Spain	5.0	37.783	-0.8	Tue Apr 06 10:00:00 PDT 2004	21.0	9.0	46	BEYOND	10000.0	SW	220	4.630000000000001	4.630000000000001
LEGR	Granada / Aeropuerto		Spain	567.0	37.183	-3.783	Tue Apr 06 07:00:00 PDT 2004	23.0	5.0	30	BEYOND	10000.0	N	359	2.057777777777778	2.057777777777778
LETO	Madrid / Torrejon		Spain	607.0	40.483	-3.45	Tue Apr 06 10:00:00 PDT 2004	22.0	2.0	26	BEYOND	10000.0	W	280	4.115555555555556	4.115555555555556
LESA	Salamanca / Matacan		Spain	793.0	40.95	-5.5	Tue Apr 06 10:30:00 PDT 2004	20.0	-2.0	22	BEYOND	10000.0	WNW	300	4.115555555555556	4.115555555555556
LEVX	Vigo / Peinador		Spain	264.0	42.217	-8.633	Tue Apr 06 10:30:00 PDT 2004	17.0	9.0	59	BEYOND	10000.0	N	0	6.173333333333334	6.173333333333334
LEZL	Sevilla / San Pablo		Spain	34.0	37.417	-5.9	Tue Apr 06 10:30:00 PDT 2004	26.0	7.0	29	BEYOND	10000.0	N	359	1.5433333333333334	1.5433333333333334
LEVC	Valencia / Aeropuerto		Spain	69.0	39.5	-0.467	Tue Apr 06 10:30:00 PDT 2004	17.0	11.0	67	BEYOND	10000.0	E	80	4.115555555555556	4.115555555555556
LEZG	Zaragoza / Aeropuerto		Spain	263.0	41.667	-1.017	Tue Apr 06 08:00:00 PDT 2004	16.0	6.0	51	BEYOND	10000.0	NW	320	8.745555555555557	8.745555555555557
LEGE	Gerona / Costa Brava		Spain	143.0	41.9	2.767	Tue Apr 06 08:00:00 PDT 2004	14.0	10.0	77	AT	9000.0	NNE	20	1.5433333333333334	1.5433333333333334
LEPP	Pamplona / Noain		Spain	459.0	42.767	-1.633	Tue Apr 06 10:30:00 PDT 2004	9.0	4.0	71	BEYOND	10000.0	NNW	330	5.144444444444445	5.144444444444445
GCRR	Lanzarote / Aeropuerto		Spain	14.0	28.95	-13.6	Tue Apr 06 08:00:00 PDT 2004	22.0	16.0	68	BEYOND	10000.0	E	80	3.086666666666667	3.086666666666667
LEVD	Valladolid / Villanubla		Spain	849.0	41.717	-4.85	Tue Apr 06 10:30:00 PDT 2004	18.0	1.0	31	BEYOND	10000.0	W	260	2.5722222222222224	2.5722222222222224
LEMD	Madrid / Barajas		Spain	609.0	40.45	-3.55	Tue Apr 06 10:30:00 PDT 2004	21.0	2.0	28	BEYOND	10000.0	WNW	300	5.144444444444445	5.144444444444445
LESO	San Sebastian / Fuenterrabia		Spain	5.0	43.35	-1.8	Tue Apr 06 08:00:00 PDT 2004	13.0	8.0	71	BEYOND	10000.0	NW	320	3.086666666666667	3.086666666666667
GCTS	Tenerife Sur		Spain	64.0	28.05	-16.567	Tue Apr 06 08:00:00 PDT 2004	26.0	14.0	47	BEYOND	10000.0	SSE	150	4.115555555555556	4.115555555555556
LEVT	Vitoria		Spain	513.0	42.883	-2.717	Tue Apr 06 08:00:00 PDT 2004	11.0	5.0	66	BEYOND	10000.0	NW	320	5.658888888888889	5.658888888888889
LECO	La Coruna / Alvedro		Spain	97.0	43.3	-8.383	Tue Apr 06 08:00:00 PDT 2004	13.0	6.0	62	BEYOND	10000.0	N	0	6.173333333333334	6.173333333333334
LEBB	Bilbao / Sondica		Spain	42.0	43.3	-2.933	Tue Apr 06 08:00:00 PDT 2004	13.0	6.0	62	BEYOND	10000.0	WNW	300	6.687777777777779	6.687777777777779
LEGT	Madrid / Getafe		Spain	620.0	40.3	-3.717	Tue Apr 06 08:00:00 PDT 2004	23.0	6.0	33	BEYOND	10000.0	W	270	5.658888888888889	5.658888888888889
LERS	Reus / Aeropuerto		Spain	71.0	41.15	1.167	Tue Apr 06 08:00:00 PDT 2004	21.0	4.0	32	BEYOND	10000.0	WNW	290	7.202222222222223	7.202222222222223
LEBA	Cordoba / Aeropuerto		Spain	90.0	37.85	-4.85	Tue Apr 06 10:00:00 PDT 2004	25.0	13.0	47	BEYOND	10000.0	SW	230	3.086666666666667	3.086666666666667
LEBZ	Badajoz / Talavera La Real		Spain	185.0	38.883	-6.817	Tue Apr 06 10:00:00 PDT 2004	26.0	6.0	27	BEYOND	10000.0	WNW	300	5.144444444444445	5.144444444444445
LEMO	Moron De La Frontera		Spain	87.0	37.15	-5.617	Tue Apr 06 10:00:00 PDT 2004	25.0	13.0	47	BEYOND	10000.0	NW	320	1.5433333333333334	1.5433333333333334
LEXJ	Santander / Parayas		Spain	6.0	43.433	-3.817	Tue Apr 06 10:30:00 PDT 2004	12.0	6.0	66	BEYOND	10000.0	WNW	300	4.115555555555556	4.115555555555556
LEAM	Almeria / Aeropuerto		Spain	15.0	36.85	-2.383	Tue Apr 06 08:00:00 PDT 2004	17.0	11.0	67	BEYOND	10000.0	SW	220	3.086666666666667	3.086666666666667
LEST	Santiago / Labacolla		Spain	370.0	42.9	-8.433	Tue Apr 06 07:00:00 PDT 2004	13.0	6.0	62	BEYOND	10000.0	N	10	6.173333333333334	6.173333333333334
GCHI	Hierro / Aeropuerto		Spain	32.0	27.817	-17.883	Tue Apr 06 10:00:00 PDT 2004	20.0	16.0	77	BEYOND	10000.0	N	10	7.202222222222223	7.202222222222223
LEMH	Menorca / Mahon		Spain	87.0	39.867	4.233	Tue Apr 06 08:00:00 PDT 2004	16.0	10.0	67	BEYOND	10000.0	WSW	240	3.086666666666667	3.086666666666667
LEVS	Madrid / Cuatro Vientos		Spain	690.0	40.383	-3.783	Tue Apr 06 10:30:00 PDT 2004	20.0	4.0	34	BEYOND	10000.0	WSW	250	5.658888888888889	5.658888888888889
LEIB	Ibiza / Es Codola		Spain	7.0	38.867	1.383	Tue Apr 06 10:30:00 PDT 2004	17.0	13.0	77	AT	9000.0	WSW	240	3.6011111111111114	3.6011111111111114
LEJR	Jerez De La Fronteraaeropuerto		Spain	27.0	36.75	-6.067	Tue Apr 06 10:30:00 PDT 2004	25.0	8.0	33	BEYOND	10000.0	WNW	290	2.5722222222222224	2.5722222222222224
LEMG	Malaga / Aeropuerto		Spain	16.0	36.667	-4.483	Tue Apr 06 10:30:00 PDT 2004	18.0	14.0	77	BEYOND	10000.0	ENE	70	3.086666666666667	3.086666666666667
LERI	Murcia / Alcantarilla		Spain	75.0	37.95	-1.233	Tue Apr 06 08:00:00 PDT 2004	28.0	8.0	28	BEYOND	10000.0	SW	230	3.6011111111111114	3.6011111111111114
GCXO	Tenerife / Los Rodeos		Spain	632.0	28.467	-16.317	Tue Apr 06 08:00:00 PDT 2004	23.0	12.0	49	BEYOND	10000.0	S	170	6.173333333333334	6.173333333333334
LEAB	Albacete / Los Llanos		Spain	702.0	38.95	-1.85	Tue Apr 06 08:00:00 PDT 2004	22.0	5.0	32	BEYOND	10000.0	NW	310	7.202222222222223	7.202222222222223
GCLA	La Palma / Aeropuerto		Spain	29.0	28.617	-17.75	Tue Apr 06 10:30:00 PDT 2004	21.0	16.0	73	BEYOND	10000.0	NNE	30	3.086666666666667	3.086666666666667
LERT	Rota		Spain	26.0	36.65	-6.35	Tue Apr 06 08:00:00 PDT 2004	21.0	11.0	52	BEYOND	10000.0	WNW	290	3.086666666666667	3.086666666666667
GCFV	Fuerteventura / Aeropuerto		Spain	22.0	28.45	-13.867	Tue Apr 06 08:00:00 PDT 2004	24.0	18.0	69	BEYOND	10000.0	NE	40	4.630000000000001	4.630000000000001
GCLP	Las Palmas De Gran Canaria / Gando		Spain	23.0	27.933	-15.383	Tue Apr 06 08:00:00 PDT 2004	26.0	13.0	44	BEYOND	10000.0	SE	140	2.5722222222222224	2.5722222222222224
VCBI	Katunayake		Sri Lanka	8.0	7.167	79.883	Tue Apr 06 07:10:00 PDT 2004	26.0	24.0	88	BEYOND	10000.0	N	0	0.0	0.0
HSSS	Khartoum		Sudan	382.0	15.6	32.55	Tue Apr 06 04:00:00 PDT 2004	41.0	3.0	9	BEYOND	10000.0	NNE	20	2.5722222222222224	2.5722222222222224
SMJP	Johan A. Pengel		Suriname	16.0	5.45	-55.183	Tue Apr 06 10:00:00 PDT 2004	30.0	25.0	74	BEYOND	10000.0	ENE	60	4.115555555555556	4.115555555555556
FDMS	Manzini / Matsapa Airport		Swaziland	641.0	-26.533	31.3	Tue Apr 06 08:00:00 PDT 2004	24.0	21.0	83	BEYOND	10000.0	N	0	0.0	0.0
ESNN	Sundsvall-Harnosand Flygplats		Sweden	4.0	62.533	17.45	Tue Apr 06 10:20:00 PDT 2004	3.0	2.0	93	AT	8000.0	NW	320	2.057777777777778	2.057777777777778
ESSV	Visby Flygplats		Sweden	51.0	57.667	18.35	Tue Apr 06 10:20:00 PDT 2004	5.0	2.0	81	AT	8000.0	E	100	6.173333333333334	6.173333333333334
ESGJ	Jonkoping Flygplats		Sweden	226.0	57.767	14.083	Tue Apr 06 10:20:00 PDT 2004	3.0	2.0	93	AT	6000.0	ENE	60	4.630000000000001	4.630000000000001
ESNO	Ornskoldsvik Airport		Sweden	103.0	63.4	18.967	Tue Apr 06 10:20:00 PDT 2004	2.0	0.0	87	BEYOND	10000.0	NNW	340	1.5433333333333334	1.5433333333333334
ESNS	Skelleftea Airport		Sweden	49.0	64.633	21.083	Tue Apr 06 10:20:00 PDT 2004	2.0	-3.0	69	BEYOND	10000.0	NE	40	1.028888888888889	1.028888888888889
ESSB	Stockholm / Bromma		Sweden	14.0	59.35	17.95	Tue Apr 06 10:20:00 PDT 2004	6.0	0.0	65	BEYOND	10000.0	E	90	3.086666666666667	3.086666666666667
ESPA	Lulea / Kallax		Sweden	17.0	65.55	22.133	Tue Apr 06 10:20:00 PDT 2004	5.0	-4.0	52	BEYOND	10000.0	ENE	60	1.028888888888889	1.028888888888889
ESGG	Goteborg / Landvetter		Sweden	169.0	57.667	12.3	Tue Apr 06 10:20:00 PDT 2004	5.0	3.0	87	BEYOND	10000.0	ENE	60	3.086666666666667	3.086666666666667
ESMX	Vaxjo		Sweden	199.0	56.85	14.833	Tue Apr 06 10:20:00 PDT 2004	5.0	3.0	87	BEYOND	10000.0	NE	50	3.086666666666667	3.086666666666667
ESGR	Skovde Flygplats		Sweden	98.0	58.45	13.967	Mon Apr 05 22:20:00 PDT 2004	4.0	2.0	87	BEYOND	10000.0	N	359	1.5433333333333334	1.5433333333333334
ESDF	Ronneby		Sweden	58.0	56.267	15.283	Tue Apr 06 10:20:00 PDT 2004	5.0	3.0	87	AT	8000.0	E	80	4.115555555555556	4.115555555555556
ESPC	Ostersund / Froson		Sweden	376.0	63.183	14.5	Tue Apr 06 10:20:00 PDT 2004	3.0	1.0	87	BEYOND	10000.0	NE	40	1.028888888888889	1.028888888888889
ESMS	Malmo / Sturup		Sweden	106.0	55.55	13.367	Tue Apr 06 10:20:00 PDT 2004	2.0	2.0	100	BEYOND	10000.0	ESE	120	3.086666666666667	3.086666666666667
ESSF	Hultsfred Swedish Air Force Base		Sweden	112.0	57.517	15.833	Mon Apr 05 22:50:00 PDT 2004	3.0	3.0	100	AT	4000.0	ESE	120	2.5722222222222224	2.5722222222222224
ESNQ	Kiruna Airport		Sweden	452.0	67.817	20.333	Tue Apr 06 10:20:00 PDT 2004	3.0	-9.0	41	BEYOND	10000.0	SW	230	1.028888888888889	1.028888888888889
ESSD	Borlange		Sweden	145.0	60.433	15.517	Tue Apr 06 10:20:00 PDT 2004	4.0	1.0	81	BEYOND	10000.0	E	90	2.5722222222222224	2.5722222222222224
ESOE	Orebro Private		Sweden	57.0	59.233	15.05	Tue Apr 06 10:20:00 PDT 2004	5.0	3.0	87	AT	9000.0	NNE	30	2.5722222222222224	2.5722222222222224
ESGT	Trollhattan Private		Sweden	41.0	58.317	12.35	Tue Apr 06 10:20:00 PDT 2004	6.0	2.0	75	BEYOND	10000.0	NE	40	4.115555555555556	4.115555555555556
ESKN	Skavasta / Stockholm		Sweden	43.0	58.783	16.917	Tue Apr 06 09:50:00 PDT 2004	5.0	1.0	75	BEYOND	10000.0	E	90	5.144444444444445	5.144444444444445
ESSA	Stockholm / Arlanda		Sweden	38.0	59.65	17.95	Tue Apr 06 10:20:00 PDT 2004	6.0	1.0	70	BEYOND	10000.0	E	90	3.6011111111111114	3.6011111111111114
ESNG	Gallivare		Sweden	359.0	67.15	20.65	Tue Apr 06 10:20:00 PDT 2004	4.0	-6.0	48	BEYOND	10000.0	ESE	110	2.5722222222222224	2.5722222222222224
ESNU	Umea Flygplats		Sweden	7.0	63.8	20.283	Tue Apr 06 10:20:00 PDT 2004	4.0	-5.0	52	BEYOND	10000.0	NNE	20	2.057777777777778	2.057777777777778
ESMQ	Kalmar		Sweden	16.0	56.733	16.3	Tue Apr 06 10:20:00 PDT 2004	4.0	3.0	93	BEYOND	10000.0	ENE	60	3.6011111111111114	3.6011111111111114
ESMT	Halmstad Swedish Air Force Base		Sweden	30.0	56.683	12.833	Tue Apr 06 10:20:00 PDT 2004	7.0	3.0	75	BEYOND	10000.0	ENE	70	5.144444444444445	5.144444444444445
ESNL	Lycksele		Sweden	211.0	64.548	18.717	Tue Apr 06 07:50:00 PDT 2004	8.0	-1.0	53	BEYOND	10000.0	WSW	240	1.028888888888889	1.028888888888889
ESSL	Linkoping / Saab		Sweden	52.0	58.4	15.683	Tue Apr 06 10:20:00 PDT 2004	4.0	2.0	87	BEYOND	10000.0	E	90	5.144444444444445	5.144444444444445
ESMK	Kristianstad / Everod		Sweden	23.0	55.917	14.083	Tue Apr 06 10:20:00 PDT 2004	4.0	3.0	93	AT	4000.0	E	100	6.173333333333334	6.173333333333334
ESNK	Kramfors Flygplats		Sweden	10.0	63.05	17.767	Tue Apr 06 10:20:00 PDT 2004	3.0	3.0	100	AT	8000.0	NNW	330	2.057777777777778	2.057777777777778
ESOW	Vasteras / Hasslo		Sweden	6.0	59.583	16.633	Tue Apr 06 10:20:00 PDT 2004	7.0	1.0	65	BEYOND	10000.0	E	100	4.115555555555556	4.115555555555556
ESGP	Goteborg / Save		Sweden	20.0	57.783	11.883	Tue Apr 06 10:20:00 PDT 2004	6.0	4.0	87	BEYOND	10000.0	SE	140	2.5722222222222224	2.5722222222222224
ESSP	Norrkoping		Sweden	34.0	58.583	16.15	Tue Apr 06 10:20:00 PDT 2004	4.0	0.0	75	BEYOND	10000.0	E	90	5.144444444444445	5.144444444444445
ESOK	Karlstad, North		Sweden	107.0	59.445	13.338	Tue Apr 06 10:20:00 PDT 2004	4.0	3.0	93	BEYOND	10000.0	ENE	60	3.6011111111111114	3.6011111111111114
LSZA	Lugano		Switzerland	273.0	46.0	8.967	Tue Apr 06 09:50:00 PDT 2004	15.0	5.0	51	BEYOND	10000.0	SW	230	2.057777777777778	2.057777777777778
LSGC	Les Eplatures		Switzerland	1027.0	47.084	6.794	Tue Apr 06 01:20:00 PDT 2004	2.0	0.0	87	AT	3000.0	WSW	250	7.202222222222223	7.202222222222223
LSGS	Sion		Switzerland	482.0	46.217	7.333	Tue Apr 06 10:20:00 PDT 2004	8.0	3.0	70	BEYOND	10000.0	W	260	6.173333333333334	6.173333333333334
LSGG	Geneve-Cointrin		Switzerland	420.0	46.25	6.133	Tue Apr 06 10:20:00 PDT 2004	8.0	0.0	57	BEYOND	10000.0	SW	220	5.144444444444445	5.144444444444445
LSZG	Grenchen		Switzerland	430.0	47.181	7.416	Tue Apr 06 09:50:00 PDT 2004	7.0	2.0	70	BEYOND	10000.0	W	270	4.115555555555556	4.115555555555556
LSZH	Zurich-Kloten		Switzerland	436.0	47.483	8.533	Tue Apr 06 10:20:00 PDT 2004	5.0	1.0	75	BEYOND	10000.0	SW	230	4.115555555555556	4.115555555555556
LSZB	Bern / Belp		Switzerland	505.0	46.917	7.5	Tue Apr 06 10:20:00 PDT 2004	4.0	1.0	81	AT	7000.0	W	270	5.658888888888889	5.658888888888889
LSZR	Saint Gallen-Altenrhein		Switzerland	398.0	47.485	9.562	Tue Apr 06 08:50:00 PDT 2004	6.0	1.0	70	BEYOND	10000.0	WNW	300	4.115555555555556	4.115555555555556
OSLK	Lattakia		Syrian Arab Republic	7.0	35.533	35.767	Tue Apr 06 09:00:00 PDT 2004	20.0	2.0	30	BEYOND	10000.0	S	180	2.057777777777778	2.057777777777778
OSAP	Aleppo International Airport		Syrian Arab Republic	393.0	36.183	37.2	Tue Apr 06 09:00:00 PDT 2004	15.0	-4.0	26	BEYOND	10000.0	E	100	3.6011111111111114	3.6011111111111114
OSDI	Damascus Int. Airport		Syrian Arab Republic	608.0	33.417	36.517	Tue Apr 06 09:00:00 PDT 2004	14.0	5.0	54	BEYOND	10000.0	NNW	340	7.202222222222223	7.202222222222223
RCSS	Sungshan / Taipei		Taiwan	6.0	25.067	121.55	Tue Apr 06 10:00:00 PDT 2004	20.0	16.0	77	AT	8000.0	N	0	0.0	0.0
RCKH	Kaohsiung International Airport		Taiwan	9.0	22.583	120.35	Tue Apr 06 10:00:00 PDT 2004	23.0	14.0	56	AT	7000.0	NNE	20	1.5433333333333334	1.5433333333333334
RCTP	Chiang Kai Shek		Taiwan	33.0	25.083	121.217	Tue Apr 06 10:00:00 PDT 2004	19.0	15.0	77	AT	6000.0	SE	130	1.5433333333333334	1.5433333333333334
UTDD	Dushanbe		Tajikistan	803.0	38.55	68.783	Tue Apr 06 10:00:00 PDT 2004	6.0	5.0	93	AT	3000.0	WNW	290	3.0	3.0
HTAR	Arusha		Tanzania, United Republic of	1387.0	-3.333	36.617	Tue Apr 06 00:00:00 PDT 2004	22.0	16.0	68	BEYOND	10000.0	N	0	0.0	0.0
HTDO	Dodoma		Tanzania, United Republic of	1119.0	-6.167	35.767	Tue Apr 06 00:00:00 PDT 2004	24.0	19.0	73	BEYOND	10000.0	N	0	0.0	0.0
HTMB	Mbeya		Tanzania, United Republic of	1704.0	-8.933	33.467	Tue Apr 06 00:00:00 PDT 2004	19.0	14.0	72	BEYOND	10000.0	N	0	0.0	0.0
HTSO	Songea		Tanzania, United Republic of	1067.0	-10.683	35.583	Mon Apr 05 23:00:00 PDT 2004	21.0	19.0	88	BEYOND	10000.0	N	0	0.0	0.0
HTZA	Zanzibar / Kisauni		Tanzania, United Republic of	15.0	-6.217	39.217	Tue Apr 06 05:00:00 PDT 2004	29.0	25.0	79	AT	8000.0	SSE	150	7.716666666666667	7.716666666666667
HTIR	Iringa		Tanzania, United Republic of	1426.0	-7.667	35.75	Tue Apr 06 00:00:00 PDT 2004	21.0	16.0	73	BEYOND	10000.0	N	0	0.0	0.0
HTKJ	Kilimanjaro Airport		Tanzania, United Republic of	891.0	-3.417	37.067	Tue Apr 06 05:00:00 PDT 2004	31.0	16.0	40	 	0	ESE	120	4.115555555555556	4.115555555555556
HTDA	Dar Es Salaam Airport		Tanzania, United Republic of	55.0	-6.867	39.2	Tue Apr 06 01:00:00 PDT 2004	29.0	23.0	69	BEYOND	10000.0	S	180	5.658888888888889	5.658888888888889
HTMW	Mwanza		Tanzania, United Republic of	1139.0	-2.467	32.917	Tue Apr 06 00:00:00 PDT 2004	22.0	19.0	83	BEYOND	10000.0	E	100	5.144444444444445	5.144444444444445
HTBU	Bukoba		Tanzania, United Republic of	1137.0	-1.333	31.817	Tue Apr 06 00:00:00 PDT 2004	24.0	20.0	78	BEYOND	10000.0	SSE	150	3.6011111111111114	3.6011111111111114
HTTB	Tabora Airport		Tanzania, United Republic of	1181.0	-5.083	32.833	Mon Apr 05 23:00:00 PDT 2004	19.0	18.0	94	BEYOND	10000.0	ENE	60	3.086666666666667	3.086666666666667
HTKA	Kigoma		Tanzania, United Republic of	882.0	-4.883	29.633	Tue Apr 06 00:00:00 PDT 2004	24.0	20.0	78	BEYOND	10000.0	E	90	4.115555555555556	4.115555555555556
HTMG	Morogoro		Tanzania, United Republic of	526.0	-6.833	37.65	Mon Apr 05 23:00:00 PDT 2004	24.0	22.0	88	BEYOND	10000.0	N	0	0.0	0.0
VTSS	Hat Yai		Thailand	27.0	6.917	100.433	Tue Apr 06 10:30:00 PDT 2004	26.0	24.0	88	AT	6000.0	N	0	0.0	0.0
VTBU	Rayong		Thailand	3.0	12.633	101.35	Tue Apr 06 10:30:00 PDT 2004	29.0	25.0	79	AT	8000.0	S	180	2.5722222222222224	2.5722222222222224
VTCC	Chiang Mai		Thailand	312.0	18.783	98.983	Tue Apr 06 10:30:00 PDT 2004	25.0	18.0	64	AT	8000.0	N	0	0.0	0.0
VTBD	Don Muang		Thailand	4.0	13.917	100.6	Tue Apr 06 10:30:00 PDT 2004	30.0	27.0	84	BEYOND	10000.0	SSW	200	3.6011111111111114	3.6011111111111114
VTSP	Phuket Airport		Thailand	6.0	8.117	98.317	Tue Apr 06 10:30:00 PDT 2004	27.0	25.0	89	BEYOND	10000.0	N	0	0.0	0.0
DXSK	Sokode		Togo	386.0	8.983	1.15	Tue Apr 06 02:00:00 PDT 2004	29.0	22.0	65	BEYOND	10000.0	N	0	0.0	0.0
DXXX	Lome		Togo	20.0	6.167	1.25	Tue Apr 06 10:00:00 PDT 2004	30.0	26.0	79	BEYOND	10000.0	SSW	210	7.202222222222223	7.202222222222223
DXNG	Niamtougou		Togo	342.0	9.767	1.1	Tue Apr 06 06:00:00 PDT 2004	36.0	23.0	46	BEYOND	10000.0	W	280	3.086666666666667	3.086666666666667
NFTF	Fua'Amotu		Tonga	38.0	-21.233	-175.15	Tue Apr 06 10:00:00 PDT 2004	26.0	24.0	88	BEYOND	10000.0	E	90	3.6011111111111114	3.6011111111111114
TTPP	Piarco International Airport, Trinidad		Trinidad and Tobago	12.0	10.617	-61.35	Tue Apr 06 10:00:00 PDT 2004	33.0	22.0	52	BEYOND	10000.0	ENE	70	5.658888888888889	5.658888888888889
TTCP	Crown Pt./ Scarborou		Trinidad and Tobago	8.0	11.15	-60.85	Tue Apr 06 10:00:00 PDT 2004	31.0	22.0	58	BEYOND	10000.0	ESE	110	6.173333333333334	6.173333333333334
DTTA	Tunis-Carthage		Tunisia	3.0	36.833	10.233	Tue Apr 06 08:00:00 PDT 2004	20.0	15.0	72	BEYOND	10000.0	NNE	20	5.658888888888889	5.658888888888889
DTTF	Gafsa		Tunisia	313.0	34.417	8.817	Tue Apr 06 08:00:00 PDT 2004	24.0	2.0	23	BEYOND	10000.0	WSW	240	6.173333333333334	6.173333333333334
DTTK	Kairouan		Tunisia	60.0	35.667	10.1	Tue Apr 06 07:00:00 PDT 2004	26.0	8.0	31	BEYOND	10000.0	ESE	110	2.057777777777778	2.057777777777778
DTTL	Kelibia		Tunisia	29.0	36.85	11.083	Tue Apr 06 07:00:00 PDT 2004	19.0	12.0	63	BEYOND	10000.0	SSE	160	1.028888888888889	1.028888888888889
DTTN	Jendouba		Tunisia	143.0	36.483	8.8	Tue Apr 06 07:00:00 PDT 2004	23.0	14.0	56	BEYOND	10000.0	N	10	2.057777777777778	2.057777777777778
DTTR	El Borma		Tunisia	258.0	31.683	9.167	Tue Apr 06 08:00:00 PDT 2004	25.0	0.0	19	BEYOND	10000.0	S	190	3.086666666666667	3.086666666666667
DTTG	Gabes		Tunisia	4.0	33.883	10.1	Tue Apr 06 07:00:00 PDT 2004	27.0	5.0	24	AT	8000.0	SW	230	5.144444444444445	5.144444444444445
DTTD	Remada		Tunisia	300.0	32.317	10.4	Tue Apr 06 07:00:00 PDT 2004	24.0	1.0	22	BEYOND	10000.0	W	260	2.057777777777778	2.057777777777778
DTTB	Bizerte		Tunisia	5.0	37.25	9.8	Tue Apr 06 07:00:00 PDT 2004	21.0	12.0	56	BEYOND	10000.0	N	350	3.086666666666667	3.086666666666667
DTTJ	Djerba Mellita		Tunisia	3.0	33.867	10.767	Tue Apr 06 08:00:00 PDT 2004	25.0	7.0	31	BEYOND	10000.0	WSW	240	4.115555555555556	4.115555555555556
DTMB	Habib Bourguiba		Tunisia	2.0	35.767	10.75	Tue Apr 06 08:00:00 PDT 2004	21.0	12.0	56	BEYOND	10000.0	E	100	7.202222222222223	7.202222222222223
DTTZ	Tozeur		Tunisia	87.0	33.917	8.1	Tue Apr 06 08:00:00 PDT 2004	27.0	2.0	19	BEYOND	10000.0	W	270	5.144444444444445	5.144444444444445
DTTX	Sfax El-Maou		Tunisia	21.0	34.717	10.683	Tue Apr 06 08:00:00 PDT 2004	24.0	9.0	38	BEYOND	10000.0	SSW	210	8.745555555555557	8.745555555555557
DTKA	Tabarka		Tunisia	20.0	36.95	8.75	Tue Apr 06 08:00:00 PDT 2004	19.0	12.0	63	BEYOND	10000.0	NNW	340	2.057777777777778	2.057777777777778
LTAC	Ankara / Esenboga		Turkey	953.0	40.117	32.983	Tue Apr 06 07:50:00 PDT 2004	16.0	-8.0	18	BEYOND	10000.0	WSW	240	5.658888888888889	5.658888888888889
LTBG	Bandirma		Turkey	51.0	40.317	27.967	Tue Apr 06 07:50:00 PDT 2004	20.0	9.0	49	BEYOND	10000.0	W	270	3.6011111111111114	3.6011111111111114
LTBF	Balikesir		Turkey	101.0	39.617	27.917	Tue Apr 06 07:50:00 PDT 2004	21.0	6.0	37	BEYOND	10000.0	SW	230	5.144444444444445	5.144444444444445
LTCE	Erzurum		Turkey	1756.0	39.917	41.267	Tue Apr 06 07:50:00 PDT 2004	5.0	-10.0	33	BEYOND	10000.0	SW	220	4.630000000000001	4.630000000000001
